# Program:featureCounts v1.6.4; Command:"featureCounts" "-a" "/mnt/data/gdata/human/hg38/chr21/homo_sapiens_hg38_chr21.gtf" "-o" "../03_count/siC1_chr21_counts.txt" "-R" "BAM" "siC1_chr21_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	siC1_chr21_Aligned.sortedByCoord.out.bam
ENSG00000281420	21;21	43748365;43748439	43748433;43748468	-;-	99	8
ENSG00000160213	21;21;21;21;21	43772512;43774190;43774658;43776204;43776204	43774330;43774759;43774759;43776306;43776445	-;-;-;-;-	2490	302
ENSG00000234030	21	43783123	43783573	+	451	0
ENSG00000160214	21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21	43789513;43789513;43789559;43789577;43790493;43791016;43791350;43791350;43791350;43791350;43791350;43792672;43792672;43792672;43792672;43792931;43793319;43793319;43793319;43795189;43795189;43795189;43795189;43797361;43797422;43797422;43797422;43797422;43797631;43797631;43797631;43797631;43797907;43797907;43797907;43797907;43799570;43799570;43799570;43800517;43800517;43800517;43800862;43800862;43800862;43802274;43802274;43802274;43803512;43803512;43803512	43789762;43789695;43789762;43789762;43791056;43791056;43791412;43791432;43791432;43791432;43791432;43793419;43792729;43792729;43792729;43793404;43793404;43793404;43793404;43795250;43795250;43795250;43795250;43797551;43797551;43797551;43797551;43797537;43797695;43797695;43797695;43797695;43798100;43798100;43797982;43798100;43799649;43799649;43799649;43800614;43800614;43800614;43800881;43800881;43800881;43802387;43802387;43802387;43805293;43805293;43805293	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4251	552
ENSG00000215458	21;21;21;21;21;21;21;21	43805758;43805758;43805758;43806964;43808801;43808801;43810231;43810231	43806588;43806588;43806588;43807239;43809451;43812567;43810331;43810361	-;-;-;-;-;-;-;-	4874	87
ENSG00000226543	21	43855890	43856342	-	453	2
ENSG00000160216	21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21	43865186;43866619;43867139;43867242;43867493;43867677;43882544;43903891;43903957;43903957;43903957;43916272;43925008;43946930;43946950;43947006;43947010;43948154;43948154;43948274;43950687;43950713;43954548;43954550;43954550;43954550;43959634;43959634;43959634;43959634;43959634;43959634;43959634;43959634;43959634;43959634;43959634;43959783;43959789;43960632;43960632;43964929;43967869;43967946;43967946;43967946;43967946;43967946;43967946;43967946;43967946;43967946;43967946;43967946;43969118;43969118;43969118;43969118;43969118;43969118;43969118;43969118;43969118;43969118;43969118;43969118;43970653;43970653;43970653;43970653;43970653;43970653;43970653;43970653;43970653;43970653;43971388;43971388;43971388;43971388;43971388;43971388;43971388;43971388;43971388;43971388;43971403;43978046;43978046;43978046;43978046;43978046;43978046;43978046;43978046;43978046;43980989;43980989;43980989;43980989;43980989;43980989;43980989;43980989;43980989;43982304;43982304;43982304;43982304;43982304;43982304;43982304;43982304	43865345;43866665;43867346;43867346;43867594;43867746;43882615;43904019;43904019;43904019;43904019;43916421;43925451;43947058;43947058;43947058;43947058;43948329;43948342;43948329;43950874;43950874;43955242;43955160;43955102;43955242;43959859;43959859;43959796;43959859;43959859;43959859;43959859;43959859;43959859;43959859;43959859;43959859;43959859;43960779;43960779;43968115;43968115;43968115;43968115;43968115;43968115;43968115;43968115;43968115;43968115;43968115;43968005;43968115;43969267;43969279;43969279;43969279;43969279;43969279;43969279;43969153;43969279;43969279;43969279;43969279;43970806;43970806;43970806;43970806;43970806;43970806;43970806;43970806;43970806;43970806;43971490;43971490;43971490;43971490;43971490;43971490;43971490;43971490;43971490;43971490;43971490;43978121;43978121;43978121;43978121;43978121;43978121;43978121;43978121;43978121;43981412;43981187;43981187;43981187;43981187;43981187;43981187;43981187;43981187;43982377;43982724;43982717;43984673;43986536;43984673;43984673;43986536	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	11296	1410
ENSG00000199598	21	43919795	43919901	-	107	2
ENSG00000252606	21	43996322	43996420	-	99	0
ENSG00000160218	21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21	44012319;44012319;44012325;44032091;44032091;44032091;44037792;44037792;44037792;44052280;44052280;44052280;44055698;44055698;44055698;44059103;44059103;44059103;44059465;44063053;44063538;44063538;44074324;44074324;44075039;44075039;44076552;44076552;44077693;44077693;44079476;44079564;44079564;44079793;44080015;44080015;44080015;44082788;44082788;44082788;44082788;44084122;44084122;44086802;44086802;44087699;44087699;44088039;44089485;44089501;44089701;44089760;44089833;44089833;44089833;44089833;44089833;44091753;44091923;44091923;44091923;44091923;44091923;44091923;44091923;44094063;44094063;44094063;44094063;44094063;44094063;44094063;44094063;44096580;44096605;44096605;44098357;44098357;44098357;44098357;44098357;44098357;44098357;44102778;44102778;44102778;44102778;44103293;44103293;44103293;44103293	44012560;44012560;44012560;44032172;44032172;44032172;44037927;44037927;44037927;44052476;44052476;44052476;44055893;44055893;44055893;44059214;44059214;44059214;44060262;44063168;44063785;44063785;44074470;44074470;44075153;44075153;44076628;44076628;44077784;44077784;44079704;44079704;44079704;44080127;44080127;44080127;44080127;44082900;44083015;44083302;44083302;44084263;44084263;44086960;44086960;44087928;44087928;44089933;44089580;44089580;44089753;44089933;44089933;44089933;44089933;44089933;44089933;44092049;44092049;44092049;44092049;44092049;44092049;44092049;44092049;44094233;44094233;44094233;44094233;44094233;44094233;44094233;44094233;44098534;44096713;44096704;44098534;44098425;44098434;44098424;44098534;44098534;44098534;44102972;44102972;44102972;44102972;44105051;44106552;44104733;44106552	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	11941	752
ENSG00000213440	21;21	44046347;44046807	44046506;44047041	-;-	395	7
ENSG00000241945	21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21	44107290;44107373;44108984;44108984;44113753;44113753;44114179;44114576;44114625;44114625;44115264;44115264;44115264;44115691;44115691;44115691;44117820;44117820;44118763;44119159;44119387;44120348;44120348;44120631;44120631;44120952;44120952;44122177;44124580;44124580;44126011;44126011;44126900;44126900;44126900;44127575;44127799;44127932;44127932;44128247;44128247;44128247;44128552;44128552;44128552;44130597	44107434;44107434;44109096;44109096;44113847;44113847;44114278;44114768;44114768;44114768;44115399;44115399;44115399;44115920;44115744;44115920;44117843;44117963;44118833;44119523;44119523;44120496;44120496;44120778;44120778;44122357;44121102;44122357;44126119;44124727;44126119;44126119;44127855;44126965;44126965;44127693;44128150;44128150;44128150;44128397;44128397;44128397;44128651;44128599;44128626;44131181	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6922	132
ENSG00000160221	21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21	44133605;44133616;44133618;44133639;44133674;44133680;44133779;44133814;44134102;44134102;44134102;44134102;44134102;44134102;44136060;44136060;44136060;44136060;44136060;44136060;44136060;44136060;44136107;44136119;44136874;44137177;44137177;44137177;44137177;44137177;44137177;44137177;44137177;44137177;44137177;44137177;44140250;44140250;44140250;44140250;44140250;44140250;44140250;44140250;44140942;44141164;44141164;44143205;44143205;44143205;44143205;44143205;44144821;44144821;44144821;44144821;44144821;44145571	44133838;44134154;44133838;44133838;44133838;44133838;44133838;44133838;44134154;44134154;44134154;44134154;44134154;44134154;44136173;44136173;44136173;44136173;44136173;44136173;44136173;44136173;44136173;44136173;44137027;44137296;44137566;44137377;44137575;44137296;44137296;44137296;44137296;44137296;44137296;44137296;44140342;44140342;44140342;44140604;44140342;44140342;44140342;44140342;44141417;44141417;44141417;44143361;44143361;44143361;44143361;44143361;44144916;44145723;44145723;44145012;44145723;44145723	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3108	38
ENSG00000225331	21;21;21;21;21	44158740;44159015;44159279;44159825;44159825	44159354;44159161;44159354;44160076;44160072	-;-;-;-;-	867	0
ENSG00000237604	21;21	44175489;44175680	44175535;44176453	+;+	821	2
ENSG00000232124	21;21	44201290;44202566	44201957;44202696	+;+	799	0
ENSG00000232698	21;21	44206525;44207203	44206790;44207399	-;-	463	0
ENSG00000160223	21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21	44222991;44222991;44226834;44226834;44230054;44230054;44230054;44231280;44231280;44231280;44231280;44235272;44235272;44235272;44235272;44236867;44236867;44236867;44238448;44238448;44238448;44238448;44240804;44240804;44240804;44240804	44229044;44223078;44229044;44230089;44230089;44230089;44230089;44231444;44231444;44231444;44231444;44235562;44235562;44235562;44235562;44237217;44237217;44237217;44238488;44238488;44238488;44238488;44240966;44240945;44240945;44240840	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8110	22
ENSG00000278158	21	44241847	44242081	+	235	0
ENSG00000275799	21	44244545	44244993	+	449	0
ENSG00000142182	21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21	44246339;44246339;44246352;44249026;44249026;44249026;44250810;44250810;44250810;44250810;44251086;44251623;44251623;44251623;44254617;44254617;44254617;44256067;44256067;44256067;44258523;44258523;44258523;44259437;44259437;44259437;44259632;44259632;44259632;44260795;44260795;44261154;44261154;44261154;44261740;44261740;44261740	44246565;44246562;44246562;44249111;44249111;44249111;44250949;44250949;44250949;44250949;44251238;44251698;44251698;44251698;44254705;44254705;44254705;44256154;44256154;44256154;44258694;44258694;44258694;44259549;44259549;44259549;44259711;44259711;44259711;44260839;44260839;44261266;44261266;44261266;44261882;44261890;44262216	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1859	0
ENSG00000232010	21;21	44250813;44251127	44250941;44251520	+;+	523	0
ENSG00000160224	21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21	44285838;44285846;44285880;44286557;44286557;44286557;44286978;44286978;44286978;44287517;44288345;44288345;44288345;44289228;44289657;44289657;44289988;44289988;44289988;44290755;44290755;44291095;44291098;44291098;44292302;44292302;44292302;44292302;44292302;44292993;44292993;44292993;44292993;44292993;44293108;44293789;44293789;44293789;44293789;44293789;44294372;44294401;44294401;44294401;44294401;44296383;44296383;44296383;44296383;44296383;44297656;44297656;44297656;44297656;44297656	44286138;44286138;44286138;44286731;44286731;44286731;44287133;44287591;44287591;44287591;44288458;44288458;44289802;44289416;44289802;44289802;44290068;44290068;44290068;44291210;44291210;44291210;44291210;44291210;44292401;44292401;44292401;44292401;44292401;44293175;44293025;44293175;44293175;44293175;44293175;44293910;44293910;44293910;44293910;44293910;44294503;44294503;44294503;44294503;44294503;44296445;44296445;44296445;44296445;44296445;44297989;44297989;44298219;44297739;44298648	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4678	5
ENSG00000141959	21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21	44300051;44300051;44300067;44300096;44300106;44304275;44304275;44304275;44305194;44305257;44305800;44306681;44306681;44306681;44306681;44306681;44311006;44311006;44311006;44311006;44311006;44312105;44312105;44312105;44312105;44312105;44312978;44312978;44312978;44312978;44312978;44313638;44313638;44313638;44313638;44313638;44313913;44313913;44313913;44313913;44313913;44315527;44316244;44316244;44316244;44316432;44316432;44316432;44316432;44318470;44318470;44318470;44318470;44319351;44319351;44319351;44319351;44319623;44319841;44319867;44320084;44320084;44320577;44321729;44321729;44321729;44321729;44321729;44321729;44322133;44322133;44322133;44322133;44322133;44322133;44322133;44322133;44322962;44322962;44322962;44322962;44322962;44322962;44322962;44322962;44322962;44323766;44323766;44323766;44323766;44323766;44323766;44323766;44323766;44323766;44324420;44324491;44324491;44324491;44324491;44324491;44324491;44324491;44324491;44324856;44324856;44324856;44324856;44324856;44324856;44324856;44324856;44325153;44325153;44325153;44325153;44325153;44325153;44325732;44325961;44325961;44325961;44325961;44326159;44326159;44326159;44326159;44326159;44326159;44326159;44326715;44326715;44326715;44326715;44326715;44326715;44326715	44300190;44300190;44300190;44300190;44300190;44304318;44304455;44304455;44305417;44305417;44305935;44306754;44306754;44306754;44306754;44306754;44311083;44311083;44311083;44311083;44311083;44312294;44312294;44312294;44312294;44312294;44313143;44313143;44313143;44313143;44313143;44313682;44313682;44313682;44313682;44313682;44313954;44316339;44314021;44314021;44314021;44316339;44316339;44316339;44316339;44316524;44316524;44316524;44316524;44318595;44318595;44318595;44318595;44321875;44320147;44319415;44319415;44320147;44320147;44320147;44320147;44320147;44321875;44321875;44321875;44321875;44321875;44321875;44321875;44322203;44322203;44322203;44322203;44322203;44322203;44322203;44322203;44323049;44323049;44323049;44323049;44323049;44323049;44323049;44323049;44323049;44323918;44323918;44323918;44323918;44323918;44323918;44323918;44323918;44323918;44324543;44324655;44324655;44324655;44324655;44324655;44324655;44324655;44324655;44324917;44324917;44324917;44326060;44326060;44324917;44324917;44324917;44325635;44325264;44325264;44325264;44325264;44325264;44326060;44326060;44326060;44326060;44326060;44326264;44326264;44326264;44326264;44326264;44326264;44326264;44327376;44327376;44327376;44327376;44327376;44327376;44327376	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	8926	746
ENSG00000241728	21;21;21;21;21	44328944;44328944;44329631;44329631;44330080	44329231;44329231;44330046;44329819;44330221	-;-;-;-;-	846	0
ENSG00000160226	21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21	44328944;44329891;44329891;44329891;44329891;44329891;44330463;44330463;44330823;44330823;44330823;44330823;44331843;44331843;44331843;44331843;44331848;44331962;44333033;44333033;44333033;44333033;44333033;44333033;44334061;44335758;44335758;44335758;44335758;44336824;44337649;44337649;44337649;44337649;44337649;44338234;44338234;44339118;44339118;44339118	44330326;44330326;44330326;44330326;44330326;44330326;44330916;44332014;44330916;44330916;44330919;44330919;44332014;44332014;44332014;44332014;44331968;44332014;44333262;44333464;44333262;44333262;44333253;44333262;44335804;44335804;44335804;44335804;44335804;44336920;44337667;44337667;44337667;44337667;44337667;44338784;44338338;44339402;44339393;44339402	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6063	132
ENSG00000184441	21;21	44331234;44333202	44332937;44335851	+;+	4354	31
ENSG00000232969	21;21	44339376;44340439	44339470;44340470	+;+	127	6
ENSG00000260256	21	44347767	44348295	-	529	0
ENSG00000142185	21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21	44350163;44350304;44353256;44353601;44353601;44353688;44353688;44354648;44354648;44354648;44354648;44354648;44364114;44364114;44364114;44364114;44364114;44366754;44366754;44366754;44366754;44366754;44369121;44369177;44369177;44369177;44369177;44375833;44375833;44375833;44375833;44375833;44377712;44377712;44377712;44377712;44377712;44378997;44378997;44378997;44378997;44378997;44382718;44382718;44382718;44382718;44382718;44390904;44390904;44390904;44390904;44390904;44391272;44391272;44391272;44391272;44391272;44391503;44395414;44395414;44395414;44395414;44395414;44397747;44397747;44397747;44397747;44397747;44399296;44399296;44399296;44399296;44399296;44400259;44400259;44400259;44400259;44400259;44401681;44401681;44401681;44401681;44401681;44405142;44405142;44405142;44405142;44405142;44405905;44405905;44405905;44405905;44405905;44406594;44406594;44406594;44406594;44406594;44413891;44413891;44413891;44413891;44413891;44417927;44417927;44417927;44417927;44417927;44418423;44418423;44418423;44418423;44418423;44422270;44423645;44423645;44423645;44423645;44423645;44424852;44424852;44424852;44424852;44424852;44424869;44425556;44425670;44425670;44425670;44425670;44425670;44425670;44425713;44425744;44426660;44426660;44426660;44426660;44426660;44426660;44426700;44427010;44427010;44427010;44427010;44435131;44435131;44435131;44435131;44435131;44435131;44435131;44437062;44437062;44437062;44437062;44437062;44437062;44437062;44439067;44439067;44439067;44439067;44439067;44439067;44439067;44440789;44440789;44440789;44440789;44440789;44440789;44440789;44441692;44441692;44441692;44441692;44441692;44441692;44441692	44350275;44350354;44353865;44353865;44353865;44353865;44353865;44354736;44354736;44354736;44354736;44354736;44364282;44364282;44364282;44364282;44364282;44366934;44366934;44366761;44366934;44366934;44369343;44369343;44369343;44369343;44369343;44376013;44376013;44376013;44376013;44376013;44377773;44377773;44377773;44377773;44377773;44379197;44379197;44379197;44379197;44379197;44382820;44382820;44382820;44382820;44382820;44391025;44391025;44391025;44391025;44391025;44391625;44391442;44391625;44391625;44391625;44391625;44395551;44395551;44395551;44395551;44395551;44397876;44397876;44397876;44397876;44397876;44399441;44399441;44399441;44399441;44399441;44400371;44400371;44400371;44400371;44400371;44401897;44401897;44401897;44401897;44401897;44405260;44405260;44405260;44405260;44405260;44406037;44406037;44406037;44406037;44406037;44406765;44406765;44406765;44406765;44406765;44414074;44414074;44414074;44414074;44414074;44418108;44418108;44418108;44418108;44418108;44418555;44418555;44418555;44418555;44418555;44422419;44423732;44423732;44423732;44423732;44423732;44424939;44424939;44424939;44424939;44424939;44424939;44425827;44425711;44425827;44425827;44425827;44425827;44425827;44425742;44425827;44426736;44426736;44426736;44426736;44426736;44426736;44426736;44427111;44427111;44427111;44427111;44435217;44435217;44435217;44435217;44435217;44435217;44435217;44437167;44437167;44437167;44437167;44437167;44437167;44437167;44439168;44439168;44439168;44439168;44439168;44439168;44439168;44440905;44440905;44440905;44440905;44440905;44440905;44440905;44441874;44442644;44443081;44443081;44442358;44443081;44443081	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6705	8
ENSG00000230061	21;21;21;21;21	44414588;44414595;44415035;44423376;44425150	44414944;44414944;44416740;44423481;44425272	-;-;-;-;-	2292	0
ENSG00000266692	21	44437121	44437175	+	55	0
ENSG00000264452	21	44439035	44439110	+	76	0
ENSG00000229356	21;21;21;21	44450986;44451407;44454977;44455244	44451289;44451769;44455052;44455284	-;-;-;-	784	10
ENSG00000160233	21;21	44455486;44456498	44455655;44462196	+;+	5869	406
ENSG00000224747	21;21;21	44469929;44470670;44472098	44470364;44470927;44472516	-;-;-	1113	0
ENSG00000223431	21;21	44472895;44473611	44473247;44473739	+;+	482	0
ENSG00000227999	21	44473723	44475097	-	1375	4
ENSG00000274225	21	44477850	44478493	+	644	32
ENSG00000228709	21;21	44485577;44490031	44486230;44490288	+;+	912	12
ENSG00000277352	21	44494874	44495519	+	646	8
ENSG00000175894	21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21	44497892;44497894;44497894;44504780;44504780;44504780;44508507;44509199;44509199;44509199;44509199;44521883;44521883;44521883;44521883;44525653;44525653;44525653;44525653;44527292;44527292;44527292;44527292;44528452;44528452;44528452;44528452;44529798;44529798;44529798;44531043;44531043;44531043;44533685;44533685;44533685;44533846;44567785;44567785;44567785;44567785;44573780;44690545;44711433;44711433;44711433	44499936;44499936;44499936;44504881;44504881;44504881;44508911;44509386;44509386;44509386;44509386;44522112;44522112;44522112;44522112;44525839;44525839;44525839;44525839;44527518;44527518;44527518;44527518;44528583;44528551;44528583;44528583;44529954;44529954;44529954;44531133;44531133;44531133;44533923;44533923;44533923;44533923;44568005;44568005;44568005;44568005;44573816;44690606;44711580;44711580;44711580	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4471	377
ENSG00000235890	21;21;21;21;21;21;21;21;21	44506807;44508037;44508727;44509252;44509823;44510686;44510939;44515497;44515497	44507099;44508309;44508929;44509406;44509927;44510799;44511071;44516575;44515623	+;+;+;+;+;+;+;+;+	2355	64
ENSG00000182912	21;21;21;21;21;21;21	44517216;44517617;44517620;44518259;44518628;44518628;44525824	44517835;44517835;44517835;44518332;44520830;44518756;44525952	+;+;+;+;+;+;+	3026	90
ENSG00000215455	21	44538981	44540195	-	1215	0
ENSG00000205445	21;21;21	44550357;44550435;44551380	44551505;44550674;44551505	-;-;-	1149	2
ENSG00000212935	21	44557790	44558760	-	971	2
ENSG00000215454	21	44573729	44575371	+	1643	0
ENSG00000241123	21	44579455	44580604	-	1150	0
ENSG00000188155	21;21;21;21	44579796;44580180;44591268;44591666	44580041;44580320;44592505;44592469	-;-;-;-	1625	1
ENSG00000272804	21;21;21;21	44600597;44600607;44601437;44612550	44602174;44600983;44601496;44612906	+;+;+;+	1935	7
ENSG00000187766	21	44612079	44612954	+	876	2
ENSG00000221837	21;21;21;21;21;21	44627123;44627123;44627148;44627732;44627964;44628067	44628293;44627348;44627512;44627882;44628062;44628293	+;+;+;+;+;+	1171	4
ENSG00000221859	21	44637356	44638455	+	1100	5
ENSG00000243489	21	44646414	44647650	+	1237	6
ENSG00000205439	21;21;21;21	44646657;44646846;44657932;44658043	44646794;44646920;44658341;44658270	+;+;+;+	623	4
ENSG00000212933	21	44654213	44654659	-	447	2
ENSG00000221864	21	44666189	44666927	-	739	10
ENSG00000229880	21	44675868	44678086	-	2219	50
ENSG00000187175	21	44681576	44682163	-	588	16
ENSG00000276647	21	44686358	44686629	+	272	14
ENSG00000189169	21;21;21;21	44697172;44697427;44697604;44697742	44698044;44697552;44697693;44697807	+;+;+;+	873	2
ENSG00000236382	21	44702221	44702791	+	571	10
ENSG00000184787	21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21	44768580;44769040;44770931;44770972;44771279;44771295;44773547;44773547;44773547;44773547;44773547;44773547;44773548;44774531;44774567;44774721;44776834;44777254;44777299;44777299;44777299;44777299;44777299;44777299;44777299;44777377;44779144;44785666;44787920;44787920;44787920;44787920;44787920;44787920;44787920;44787920;44787920;44788060;44788060;44788060;44788060;44788060;44788060;44788060;44788060;44788060;44799990;44801284;44801284;44801706;44801706;44801706;44801706;44801706;44801706;44801706;44801706;44801706;44801706;44801706	44771489;44771489;44771489;44771489;44771489;44771489;44773687;44773687;44773687;44775436;44773687;44773687;44773687;44774820;44774741;44774820;44777417;44777417;44777417;44777417;44777417;44777417;44777417;44777417;44777417;44777417;44779216;44785791;44787965;44787965;44787965;44787965;44787965;44787965;44787965;44787965;44787965;44788095;44788095;44788095;44788095;44788095;44788095;44788095;44788095;44788095;44801398;44801398;44801398;44801744;44801808;44801768;44801804;44801801;44801826;44801774;44801823;44801779;44801819;44802019	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7388	644
ENSG00000236519	21;21	44802577;44803747	44802636;44804717	+;+	1031	14
